username,rating,comment
geralynchain,5,"Best Feature:easy install
Value For Money:right
Product Quality:aesthetic

Ang tagal ng shipping pero kerilungs hindi pa nagagamit ang clear next time siguro magpapalit ng strap"
m*****l,5,"Best Feature:solid and good quality Iwatch case
Value For Money:affordable
Product Quality:good quality

This is my second time ordering from this shop coz they got good quality products for your Iwatch,if your looking for case and straps they got it here,thanks seller."
les067070,5,Cute straps its pastel color i love them and the black is very dark it makes my skin lighter. The case for the smartwatch can help save the original color of ur smartwatch so its good for the watch
g*****h,5,"Best Feature:Saktong sakto sa watch.
Value For Money:10/10
Product Quality:Still using it til now! Legit sturdy

Ordered: 2/9/2023
Received: 2/14/2023

Thank you for the fast and smooth transaction! Package arrived secure and complete."
l*****1,5,Nice and fit to my watch. I just thought it comes with a glass pero okay lang naman. The items were packed properly and shipped immediately.
e*****a,5,"Surprisingly
I liked the clear bumper. 
I also have the gold and silver and it looks good. 
Although it took a while to receive it pero it’s worth the wait."
a*****o,5,"Best Feature:Soft silicon
Value For Money:Worth the price
Product Quality:Same as what is shown in the picture

I received all the items complete and in good condition. Thank you so much for the smooth and quick transaction.💯"
rogerosorio,5,Got my orders today. I can finally replace my old one from last year. My watch now feels like brand new too. Nice. Will definitely order again.
m*****z,5,It’s my third time buying in this shop! Really like al the items.. the transparent/clear case is a best buy. I used mine for like 5 mos and it never changes color nor become yellowish.i just lost it that’s why i bought 2 this time😍
_*****_,5,"Best Feature:super clean tignan sa watch bare looking
Value For Money:yes affordable
Product Quality:tagal nyang mag yellow nth times ko na na to binili sa shop nato ang"
r*****2,5,"Best Feature:Good quality
Value For Money:Yes
Product Quality:Good

Ok naman. Madali ikabit. Ingat lang since hard case sya. Baka lang magasgasan ung watch. High quality po. Thank you."
syrahgonzales,5,"Best Feature:9/10
Value For Money:9/10
Product Quality:9/10

Affordable and quality of the materials okay sya. Worth it yung price, although matagal shipment🤣😆 thank you seller complete yung orders ko😊"
v*****8,5,Loving my orders so mucchh!  Loving my orders so mucchh!  Loving my orders so mucchh!  Loving my orders so mucchh!  💖💖💖🥰🥰🥰
e*****s,5,"Value For Money:good value for money

seems to be of good quality, hopefully it doesn’t turn yellow or doesn’t break easily. all items arrived in good condition"
rogerosorio,5,Finally got my order. Quality is good and fits the watch very well. I like that there are so many different colors to choose from. I might order again soon.
h*****e,5,Items received completely and in good condition. i am really so excited to receive this. all goods and bagay fit to my Apple watch s7. Cheap and addordable. Thanks seller and shopee. 1 week inabot delivery.
r*****o,5,"Product Quality:seems durable with proper use
Value For Money:worth it for the price
Best Feature:protects the apple watch edges but I like how doesn’t make it look bulky"
p*****o,5,"Received in good condition. Complete items. Good quality considering its price

Order: November 29,2022
Delivered: December 5,2022"
m*****m,5,"Best Feature:excellenzoooo
Value For Money:berigudoww
Product Quality:embudoww

I’m very happy with my purchase!! So much in loveee. Will place orders again soon thank youuuu"
p*****0,5,The one in pink is otterbox. You will notice that the black one is thinner than the otterbox case but I like how it is easier to put into the watch.
m*****6,3,"This is disappointing. If you order straps from other sellers, they will let you choose if S/M or M/L. What arrived here was S, di kasya sakin. Ayon wala tapon lang lahat super sayang lang"
genniesalado,5,Speechlesss!!!!😍😍😍 thank you seller!! Will order again!!💕
p*****7,5,Amazingly great products! The lenses are of good quality. Seller is also very responsive to all my inquiries! I highly recommend this shop. Thank you so much seller and Shopee! God Bless.
m*****o,5,"Best Feature:ok
Product Quality:ok
Value For Money:ok

Item has a good quality. It was also packaged very well. The item was shipped immediately. Will order again in the future………………"
mfdl24,5,"Best Feature:Transparent and easy to install
Value For Money:Really affordable option
Product Quality:Seems thick enough to protect the watch and prevent scratches and dents on the sides"
y*****r,5,"Best Feature:clear case
Value For Money:good for the product

Hindi ko pa na ttry kasi extra ko lang siya na case inkaso masira o kung hindi ko na bet yung case now."
j*****_,5,"second time ordering in this shop
good quality and 100% satisfied
not regretting buying these products in this shop
i will surely order again thank u seller"
j*****_,5,Got the package. All items are complete. They are all adorable and cute to wear. Definitely will buy again soon. Thank you so mcuh
e*****s,5,"Value For Money:Worth it
Product Quality:Durable
Best Feature:All of it

Its all worth it if buy this product what you buy is what exactly what you get. Thank you seller! See you again."
c*****o,5,"Best Feature:Great
Value For Money:Great
Product Quality:Great

The item delivered is well packed and functioning. Hope it will last long. Thanks seller. 💯 legit seller."
radney.v,5,"Product Quality:💯
Best Feature:💯
Value For Money:💯

Ok yong item maganda😊😊😊, i will order again, ayos na ayos👍👍👍, dito na kayo bumili sa shop na to, 💯 percent di kayo mabibigo👌"
buhjoy_10,5,"Best Feature:Good quality
Value For Money:affordable
Product Quality:durable

First time to order from this shop. Shipment was fast. Item was packed very well. Good for the price, tested with my original device and it’s working even with the latest model. Tested on series 2 and series 7. All good!"
chie_sasis_montorio,5,"Product Quality:Ok
Best Feature:Color
Value For Money:Fine

Hello seller received my order and thank you so much.

God Bless and stay safe."
shennarodrigolozada,5,"Best Feature:good
Value For Money:good
Product Quality:good

Product is good , functional naman sya sa iwatch ko. Magaling at its low price lang. Amazing recommend ko to."
klarizsejam,5,"Product Quality:hope it last, not bad.
Best Feature:Watch charger actually works kahit imitation
Value For Money:not bad for the price, comparing to the original charger"
adriannm10,5,"Best Feature:good
Value For Money:good
Product Quality:good

Received the item on time. The item is securedly packed. It is working for my apple watch. Thank you seller. Good quality."
iamchoff,5,"Product Quality:Quality is superb.
Value For Money:Cheapest price with good quality
Best Feature:I love all its capability.

I was hesistant at first due to the latest review however when I received the item it works fine on my iWatch. Seller guaranteed me if using authenticate iWatch it will work. Thanks and kudos to seller."
kittyhinedo,1,"Value For Money:161
Product Quality:7

The charger of i watch was not working its not worth it guys... I've been charging my i watch for almost 2 hour but didn't on."
vaeedigcabaluna,5,"Best Feature:nice
Value For Money:worth it
Product Quality:good

The item is good, hopefuly magtatagal lang to.lalo na si chrger...si far tina try ko pa kng magfull bat ba tong iwatch ko..thnk you seller..and rider thnk also.."
brendae17,5,Love the colors and quality of this apple watch strap. Will order again other colors. Thanks seller. Nice items. Fast delivery
z*****8,5,"Value For Money:10
Product Quality:10
Best Feature:10

No damage on the item. Well packed. Secured. Will surely order again. Highly recommended. All items are correct. Thank you!"
m*****1,5,Received my order in good condition. It is well packed & was shipped right away and it arrived earlier than the expected delivery date.
s*****9,5,"Best Feature:good
Value For Money:worth it
Product Quality:good

the quality of the item is good, even though the parcel takes time to arrive i can say that it is definitely worth the wait. i will definitely order again! 🥰"
d*****0,5,"Value For Money:💯
Product Quality:💯 working very well
Best Feature:💯

Thank you seller!!!♥️🤗 maganda yung product. Sakto and gumagana sya, medyo mabilis din magcharge. Sana lang hindi masira agad. Yung packaging is also good. Mabilis din na ship-out, natagalan lang sila courier and shopee. Mura pa yung product. The seller is very responsive too. Recommended this shop, will order again. Thanks again!🥰

Seller: 💯 
Delivery: 💯 
Packaging: 💯"
richdelmundo,5,Love this product... amazing deal... packaged securely... swift transaction... responsive seller... will order again... kamsahamnida! ❤️‍🔥🫶🤴
christlerzian,5,"Best Feature:Nice quality
Value For Money:Good
Product Quality:good quality ! Gumana nman sya. Packaging is pretty good 👍🏻"
e*****a,5,"Best Feature:color
Value For Money:good
Product Quality:good

haven't try it . i hope it's working on my iwatch. thank you seller. thank you rider. i got my parcel without damage. the packaging is good."
j*****f,5,"Product Quality:Good
Best Feature:Working
Value For Money:Worth it

It looks okay naman and gumagana Sa murang halaga may charger ka na ng apple watch Maganda pero sana tumagal Need mo lang mag adaptor kasi USB type lang sya"
nielsimonshop,5,"Best Feature:good
Product Quality:good
Value For Money:good

It works.. sana matibay.. thanks!"
p*****6,4,Working po sya. Great find kasi mura lang. Medyo matagal maship ung item kasi galing pa syang overseas. Looking forward for my next order.
carlsilverio,5,"Best Feature:box intact still in plastic
Value For Money:good item for its price, will order again for another watch
Product Quality:product has no flaws whatsoever

Portable iwatch chager cord, no plug usb cord only"
e*****u,1,Ayaw nya po gumana.. Sayang lang bayad ko. I'm so dissapoint kc tagal kong hinintay kc overseas sya tas pagdating eh di nmn pala gagana. Sabi kc pwede sa all i watch series 1-7 kaya ako umorder kaso di nmn pala gagana. 😢 Sana lang marefund pa bayad ko.😢
a*****z,4,"Best Feature:price is really cheap compared to other shops
Value For Money:it is working
Product Quality:it is not fast charging, it will take a couple of hours to be fully charged"
j*****9,5,"Product Quality:not yet try
Best Feature:not yet try
Value For Money:affordable

Thank you seller and kuya rider.."
s*****a,5,"Best Feature:9.5/10
Value For Money:8.5/10
Product Quality:9.0/10

This was an awesomeness!
Working properly and doesnt disconnect. 
So far, seems legit as far as i know. 
Thank you 
Thanks, have a great amazing day!"
rigilsalvador,5,"Best Feature:ok thanks seller
Value For Money:ok
Product Quality:ok"
3ofiajscns,1,"Best Feature:useless sayang
Value For Money:high price
Product Quality:low

Hindi gumana yong charger , nasayang lang yong 172 ko, useless di ko alam kong di compatible or di gumagana yong charger, useless di rin nag mamagnet yong charger sayang kalaa ko ok di pala."
annjoespia,5,"Product Quality:✓
Best Feature:✓
Value For Money:✓

Ok naman sia. Diko lamg sure kung gumagana ba. Tinatry kopa. Sana naman gumana sa relo kopo..
Thanks driver kennet God bless"
s*****o,5,"Best Feature:Nice po matibay siya
Value For Money:sulit po
Product Quality:quality matibay siya

Maganda Siya matibay at maayos ang packaging madali Lang din ikabit, uulit pa ako order na store to👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍"
manina22,5,"Value For Money:👍
Product Quality:10/10
Best Feature:super nice

Super handa at mapapakanta kana lang sa handa ng product 😁☺️❤️ thank you seller hindi moko binigo🥰"
iyasalas,5,Ang tagal na nito sa cart ko kasi nagdadalawang isip ako kung worth it ba. Though magaganda naman ang reviews. And finally dumating. Took 1week for delivery. Super good buy! Bili na din kayo. Pink looks fresh. Nagmukhang bago ang watch ko.
r*****0,5,"Delivered promptly. I thought hard case siya pero parang TPU type siya. Nonetheless, I am satisfied with my purchase. Kahit may ganito na protector, na ttouch parin yung watch. 10/10 would recommend. May freebie pa ata si seller hehe thanks!"
r*****e,5,"Value For Money:good
Product Quality:Great
Best Feature:Quality

Strap comes in handy, and has good colors. Its like the original came from the MI Lite watch. Fast shipment even though it came from overseas."
a*****s,2,"Best Feature:none
Value For Money:nope
Product Quality:low

Lesson learned. Never buy cheap stuff 😂

There's a weird gap between the strap and the watch (see photo). The quality of the material is so so. It's obviously a cheap copy. Worse is the screen cover is too small for the screen, it doesn't cover the entire screen and the black outline was too thick covering some parts of the screen when it should not have. It doesn't look pleasing. (See photo)

My watch is Redmi watch 2 lite."
z9958715719,5,i'd always love buying straps here in this seller...i bought here many many times already. very well packed packages.
kendi_store01,5,"Best Feature:durable
Value For Money:worth it!
Product Quality:10/10

My son loved it💯%. Considering it’s durability and affordable price. Try it! For sure will order again. Thank you. Stay safe and God bless🙏🙏🙏"
j*****z,5,"Best Feature:good quality
Value For Money:10/10
Product Quality:10/10

Parang original . Same cya ng texture ng dati  ko. I ordered black and ivory. Good quality compared  to others Maganda cya silicone. I like it so much. Worth buying kahit n from  china pa cya  I will consider this shop in buying again."
r*****g,5,"I love the color of the strap,  will order again another set of color and design. Shipped item immediately and secured.👍👍👍"
jhemellica,5,"I am so happy with my purchase, I will order again, worth the wait, ang happy ko talaga thank you seller. Btw jelly ung cover kaya it's so cute ang easy to put in. ❤️❤️❤️"
s*****k,5,"Product Quality:10/10
Best Feature:durable straps
Value For Money:okay for its price

3rd time to order here! Never disappointed with the straps! Will definitely order again. I recommend this shop."
c*****r,5,This has been in my cart since forever! Glad i finally bought it. Thank you so much. complete orders! No scratch or anything. Really fits xiaomi smart watch! No changes with touch screen responsiveness. All good!
a*****r,5,"Best Feature:received the correct colors i ordered
Value For Money:cheaper than what i saw in the mall
Product Quality:quality looks good, hopefully it last long

Will recommend to other mi watch lite users"
angelchristynebautista,5,"Best Feature:Reality Vs Expectation
Value For Money:More than the worth of the money you spent
Product Quality:Just like the original straps I have.

I really wasn't expecting too much from this product since it got cancelled by the app itself and I had to reorder then it was giving me a very long time frame for it to be delivered, however it was delivered 2 weeks earlier than the expected delivery date which is a good job, i love how the colors appeared, I really thought it wouldn't fit my watch, high five seller."
animaeadriatico,5,"Very good quality. may ibang straps hindi madali matangal once ma attach sa body pero maganda yung kapit.

 hirap tangalin ng front screen ng screen protector  nasayang kasi wla akong nagamit.

overall good purchase. will reorder again"
mjdecrepito,5,"Value For Money:Good
Product Quality:Good
Best Feature:Good

Look the same sa original strap tagal lang ng delivery"
c*****a,5,Items arrived faster than expected. The color and texture is nice. Haven't tried to use the strap and haven't applied the film yet but this is a good buy!
1*****m,5,Ang ganda promise 🥰 Worth it kasi high quality. Very appreciative and highly recommended ko tong shop. Will buy again. Thank you so much. Godbless sainyo. More power po 🥰🤗💙💚💛❤️💜🤍🤎
theanemation,4,Finally got the strap in my favorite color! Nagulat lang ako upon opening the parcel na literally it’s just the strap and ni wala man lang plastic or any other layer from the packaging. Good thing the item wasn’t damaged
lhongel,5,"thank you seller, all items received correct and complete. highly recommended!"
j*****e,5,Okay naman yung item. Mabilis dumating. Very recommended tong seller na ito. Thank you seller and sa rider. Sa uulitin!
pamikins08,5,"🔊SOUND ON, please watch the video.
Medyo iba yung feel ng material niya, but comfortable pa din naman isuot.

Hindi halata na pinalitan ko yung strap, good color match with the original strap.

Ang key difference lang is yung holes ng strap, but ikaw lang makakapansin. Di mahahalata ng ibang tao na nakakakita sa watch mo"
r*****2,5,"Ang ganda nung quality. Yung difference lang nito sa strap is yung sa may buckle part nung original is matte, dito naman it's glossy. Naputol kasi yung buckle sa old strap ko kaya I bought one here. 😊"
j*****3,5,"Best Feature:color
Value For Money:affordable
Product Quality:good

The product is nice. I like its color. It is actually a dark blue. It is easy to attach the strap but hard to detach."
chengsdr,5,Di sya super black for my liking but okay na rin. I hope this lasts dahil yung original na strap from xiamo nasria na. Medyo matagal naship out tho dumating naman nang okay. Thank you seller. 2nd time ko na bumili sa shop na to
r*****s,5,"Delivered item in less than a week, quality is good but not like the original one and I recommend this to other as replacement. Thanks."
l*****5,5,"Value For Money:9/10
Product Quality:9/10
Best Feature:Maganda yung kulay and quality

Bumili na kayo kung hindi tatapon ko 'to. Eme lang 🤣"
m*****3,5,"Fast delivery, expected ko mga ilang days pa bago dumating.
Smooth naman ikabit at maganda a g kulay.

Try ko ibang kulay next time"
r*****a,5,"Items delivered just in time. Tried putting them on right away and they're easy to install. It just easily accumulates dirt since it's pink in color. But I love how it looks like now, compared to the plain black silicone strap it originally came with. Thank you!"
m*****o,5,"Product Quality:rubber
Best Feature:cute
Value For Money:super sulit

This is one of the best purchase I had! Super cutie ng product. I like it simple and monochrome. Thank you seller for such a good item and for shipping it quickly!"
s*****e,5,"Best Feature:good quality

Cute! I didn’t expect it to be this small, but it’s reasonably small so it’s okay. The quality is good and the color is almost the same as the one in the photo"
n*****o,5,"Sleek design. Didn’t mind the waiting time as China parcels really take long, but this is worth the wait. Thank you so much!"
s*****3,5,"Value For Money:10/10
Product Quality:10/10

Nice. Di na ako mag worry ma ipit ang watch while i-charge.
Naka box ang mismong charger stand. Thank you 🌈✨😊🙃"
ciidii,5,"Value For Money:10/10
Best Feature:In perfect condition
Product Quality:10/10"
j*****n,5,Good quality for its price! Thank you will definitely order here again. Love the charging station ang liit cute. More colors to go
f*****z,5,Been waiting for this because my charger makes my set up look messy with its wire just exposed so thank you for this. It looks good and i hope it won’t be hard to clean.
,4,"Product Quality:okay
Best Feature:okay
Value For Money:okay

pen is use for size reference, silicone made, madali naman ilagay ung charger so it served its purpose"
carlou_kenni,5,"Best Feature:Does what it is intended for.  Made of rubber and easy to mount the charger.
Value For Money:Reasonable
Product Quality:Good"
a*****a,5,"Best Feature:nice

High quality will order again kind seller affordable price nice packaging arrived on time no issues with the order. The item is same as picture and as described. No issues with packaging. Authentic product satisfied with delivery, courier handling and seller. Will buy again in the future thanks so much."
jcdielgenmerch2313,5,"Best Feature:mount is great.

nice mount. effective stand while charging."
j*****l,5,"Complete lahat, and tama lahat ng sizes, im happy with my this purchase, all are correct in size and variety, thank you so much seller"
d*****a,4,"Value For Money:not so good
Product Quality:too small
Best Feature:not so good

Though the product looks and feels nice still it doesn't serves it's purpose much. It's too small that the watch falls you need to put it in a safe area. It doesn't hold the watch in place much. Please make a better one next time.. kindly improve your delivery service as well"
j*****z,5,"Best Feature:ok
Value For Money:ok
Product Quality:ok

Complete items

Get closer to your dreams through Citi Personal Loan. Loan as much as P2M with flexible payment terms, in as long as 5 years. Apply now and get approved in as fast as 24 hours! T&C Apply. Click on the Citi Personal Loan ad in the You'll love this! sections of your GCash app to apply."
q*****b,5,"✔️ Fast and efficient transaction.
👍 The quality is good.
❤️ I will order again.
🥰 Thank you seller for being so nice and responsive to the conversation."
peterrabbit,5,"Best Feature:texture
Value For Money:affordable
Product Quality:superb"
mischmarketonline,5,"Best Feature:nice
Value For Money:wow
Product Quality:wow

There's still time to get your FREE unli texts to all networks plus 2GB, valid for 2 days when you load at least P120 before 11/13/2022. Share-A-Load not included. If you've already claimed your freebie, please disregard this message. REF#: FGTU3"
y*****7,4,"Value For Money:worth it naman
Product Quality:sakto lang
Best Feature:yung kulay din nya

Cute nya, good thing na naisip nila ang ganitong klase na charger stand para sa watch"
milkysabas,5,"Product Quality:best
Best Feature:best
Value For Money:best

Very nice! Worth buying 👍🏻👍🏻👍🏻"
m*****1,5,Thank you so much always the best!!! Items were packed very well and delivery is very fast! Thank you thank you thank you! Will surely order again!
carolynjasminecristobal,5,"As usual, maganda talaga yung products nila! I ordered 2 times and they always giving me satisfactory products!❤️❤️"
jca_qui04,5,"We gather here, we line up
Weepin' in a sunlit room, and
If I'm on fire, you'll be made of ashes too
Even on my worst day, did I deserve, babe
All the hell you gave me?
'Cause I loved you, I swear I loved you
'Til my dying day"
shierdysanchezbacus,5,"Best Feature:very nice color
Value For Money:sulit
Product Quality:good"
princess_nicss,4,"Value For Money:Excellent
Product Quality:excellent
Best Feature:Good

Okay sya maganda"
scoohh,5,"Product Quality:very good ⭐️⭐️⭐️⭐️⭐️

cute and seems like decent material"
love2asebias,5,
j*****y,5,"All items are complete, the thing is, napaka tagal nila maship out. Kung hindi pa ako nag message for follow up, hindi pa nila ie-expedite ang order ko."
c*****h,5,"Best Feature:10/10
Value For Money:10/10
Product Quality:10/10

Ok naman maliit"
d*****e,5,"Best Feature:⭐⭐⭐⭐⭐
Value For Money:⭐⭐⭐⭐⭐
Product Quality:⭐⭐⭐⭐⭐

It looks so classy and does it’s purpose well."
judiamaefelicio594,5,"Product Quality:100%
Best Feature:the best
Value For Money:10/10

the best… super ganda super nice.😍"
g*****5,5,"Value For Money:worth it!
Best Feature:elegant and beautiful
Product Quality:very good

I super love it. Ang ganda nya talaga. And madaling ipasok sa watch yung strap. Super good and Hindi cheap ang quality. Parang original strap din talaga ng apple. 
Mabait and honest si kuya rider. Fave rider ko talaga sya! Salute kuya roy echavez tubil! God bless you 🩵"
shasao_,5,"Best Feature:easy to attach to watch
Value For Money:you see what you get

One of my favorite straps that i got!"
liannedanielle,4,"Product Quality:mukhang matibay
Best Feature:color ng strap
Value For Money:cheap

Not perfectly fit sa smart watch ko but i like the color though. So far walang ibang damage. Thanks seller."
timoshop1,5,"Best Feature:10
Value For Money:10
Product Quality:10

All items are correct. Shipped immediately
Bought 4 items . Nice quality"
m*****t,5,"Best Feature:Fits and Feels Well
Value For Money:$
Product Quality:Excellent

5 Star Rating
Easy to deal and communicate with. Item was shipped and delivered in secure packaging. Item recieved as decribed. Trusted Seller! Thank you!"
j*****o,5,"Best Feature:looks good
Value For Money:great
Product Quality:good

may apple watch looks like brand new again with new strap! it just took a week to deliver it since it comes overseas!"
chavillagomez,5,"Value For Money:worthy
Best Feature:good
Product Quality:great

Well package and complete order. Thank you seller"
k*****y,5,"Best Feature:not itchy
Value For Money:cheap
Product Quality:good

Item arrived secured and has no damage. Cheaper than the other store. Like the color combination that is why I ordered this leather strap"
maion08,5,The best nag mukhang medyo mahal yung watch haha thanks bili ko yung metal nman next. Thank you
railiz0916,5,"Ang ganda ng,material nya hindi mukhang madali mag bakbak. Will order again.ang bait din ni manong na nag,deliver thank you!"
f*****i,5,"Best Feature:💛💛💛💛💛
Value For Money:💛💛💛💛💛
Product Quality:💛💛💛💛💛

I love it. It’s cheap yet looks real good. I’m also worried that it might chip off as time passes by so I’ll use this occasionally only. Nonetheless, thank you!"
n*****y,5,"Best Feature:color
Value For Money:pedi na
Product Quality:okay naman

Maganda naman medyo manipis lang pero maayos naman at maganda siya sa wrist ko very fit naman at maliit so sakto"
patricia.verzo,5,"Value For Money:so far, yeah
Product Quality:looks sturdy enough
Best Feature:comfortable

The case fits my phone! And the strap doesn't look cheap at all. Very satisfied with how it looks. And it's not stiff!"
hazelmaebravo,5,"Best Feature:nice design and great quality
Product Quality:great leather quality

Love the item. Great quality for a cheap price.
Downside: took a long time to be delivered since oversea
The item looks expensive. Received correct variant. Will definitely order again."
jhenivamonteroyo,5,"Best Feature:Very Good
Value For Money:Very Good
Product Quality:Very Good

Wort it sa pera pagbili ko tama sya sa order ko walang labis walang kulang Good seller dumating ng maaga kala ko aabutin ng linggo paghihintay ko ."
c*****a,4,"Best Feature:leather
Value For Money:excellent
Product Quality:good

Received in great condition.

The leather feels nice, but I'm having trouble closing it because the hook is too small that it won't fit into the hole (refer to the last photo). But I got it for a low price and it still looks good so all is well."
mhitzhiel,5,"Best Feature:style
Value For Money:😍
Product Quality:nice

Very nice strap bilis lng dumating khit overseas sya, will order again soon other color. Thank u seller and kuya rider"
k*****r,5,Thank you so much seller! I received all the items complete and it is also in a super nice packaging! Very well! Thank you again!
k*****y,4,"Value For Money:nice
Product Quality:average
Best Feature:fine

complete ang orders secure ang packaging at mabilis sa inaasahan ang pagdating kaya overall goods naman sya"
camillequintia000,5,"Best Feature:maganda sakto sa watch
Value For Money:affordable
Product Quality:nice

Listen
with the night falling we are saying thank you
we are stopping on the bridges to bow from the railings
we are running out of the glass rooms
with our mouths full of food to look at the sky
and say thank you
we are..."
n*****2,5,
t*****s,5,"Best Feature:nice
Value For Money:high recommended
Product Quality:good

Complete items..  Maganda lahat ng strap Lalo na itong leather strap mahirap nga lang ilagay masikip .. sana lang mag tagal .. thank you shoppee seller at sa ng deliver"
thelunarwick,5,"Product Quality:looks good

Arrived early. Looks exactly as it is in picture. Fits my Apple Watch 7 not like the purple one. Glad I bought this one."
l*****r,5,"Very good product quality, it fits well on my iwatch ❤️❤️❤️ super fast delivery even though the seller is shipping from overseas"
a*****3,5,"The straps i received today is nice, i like it. I just hope it will not be faulty when switching to different straps in time. Will let you know when it does."
ganabee,5,"Best Feature:quality is good
Value For Money:worth the price
Product Quality:good

Delivered with missing item. I ordered 6, only 5 arrived. Refunded though."
missmaaaajj,5,Pretty items. The quality are nice for its very affordable price. Will certainly buy more in the future. Thank you seller!
m*****p,2,"Value For Money:ok
Product Quality:looking durable
Best Feature:right color and size"
m*****a,5,
g*****p,5,"Best Feature:ok
Value For Money:sulit
Product Quality:maganda"
g*****h,5,"Best Feature:good
Value For Money:good
Product Quality:good

This is my second time ordering from this shop.

And it didn't fail me 😁 which is nice!

What I like the most is the leather strap.

What a steal I just bought it 40php from 300+ original price!

That's during the flash sale!"
c*****o,5,"Product Quality:all goods
Best Feature:nice
Value For Money:worth it

Maganda yung product lalo na yung silver lakas maka sosyal. Sobrang sulit at good buy talaga tong watch at mga strap na to"
_uniqnaks_,5,"Best Feature:aesthetic silicone band
Value For Money:affordable
Product Quality:worth the prizce

Perfect for smart watch iw07,  suitable for womens arm, stylish. Keeping the watch in prestine like condition with nice colors"
m*****e,5,"Best Feature:slim design
Product Quality:very good
Value For Money:worth it

Thank you for the swift delivery. Been looking for slimmer designs so the watch doesn’t overwhelm my wrist. I also like the color. Easier to wear."
d*****.,5,"Best Feature:all
Value For Money:very good
Product Quality:very good

Saktong sakto siya sa size ng wrist ko. Surely will order other colors soon. Doesn’t feel cheap at all and comfortable siya. Thank you, seller!"
e*****o,5,Orders received earlier than expected! I am very happy with my purchased items! I hope these are durable. The straps are to cute! Can’t wait to try them! Thank you very much seller! 🥰
rhyskaiaaa,5,"Best Feature:Slim
Value For Money:Worth it

I love how slim it is, perfect for my chubby wrist. will buy the other colors next time :) This is super worth it, cheap but high quality."
j*****s,5,"Value For Money:Super worth the price
Best Feature:Nice quality
Product Quality:Very high quality

Nice quality. Shipped immediately. Thank you seller! Will order again! ☺️♥️"
i*****j,5,"Nice products and very fast delivery
Thank you very much seller for putting this to very affordable price
I will refer this shop to others too"
kayekathleen470,5,"Best Feature:same as real
Value For Money:excellent
Product Quality:very good

I just ordered again for different colors!! Highly recommended!!"
c*****r,5,"Product Quality:cool
Best Feature:breathable

hindi siya gaano kainit
although egg na lang na madali lutuin medyo matagal lutuin dito ewan ko kung bakit 

Di sya pwede set sa no.1 ung init kasi wala ka maluluto 
Lagi ko na nga nakaset sa 4 pero matagal pa rin
Awh kala ko big help na sya sayang dapat nag induction na lang ako 😣😭😔"
k*****o,5,"Best Feature:nice
Value For Money:nice
Product Quality:nice

Silicone band serve its purpose"
emzypingkai11,5,The product is good. If you have plans buying this stuff well this is your sign to grab yours. However Sobra kadugay ang delivery kay overseas paman gud gikan pero laban ra. Awa pretty kaayo akong watch. Hihi 🥹
c*****l,5,"Value For Money:10/10
Best Feature:10/10
Product Quality:10/10

I received the item in good condition. Well packed and shipped early. Will order again. Thank you seller."
s*****g,5,Very nice straps! Love the design and color. Very flexible and durable as well. Would order different design again. Love that seller also updates the status of delivery.
gaze2022,5,"Product Quality:so good
Best Feature:slim is cute!
Value For Money:worth it po!

The product was so nice and the delivery was fast. salamat po"
jassiebailey,5,"Best Feature:same color that i ordered
Value For Money:nice as well as the price is cheap
Product Quality:quality is good i already used it fit with my wrist thanks seller. Love it!😍 will buy next time again."
kathrina3621,5,Loved all the products. The seller updates me on the delivery of the product and there’s no dents. I also liked that they are the cheapest here in shopee. Will surely order again. Thanks.
e*****a,5,Mahaba siya and maganda :) kasiya kahit sa mataba na tulad ko hahaha. Magaganda item ng ng shop na ito :) napaka bait nila nag msg kung nasan na item mo
t*****t,5,Looks like the original strap and doesnt feel suffocating cos masmanipis na siya compared to the original apple watch strap. Yung material parang apple din ah tbh
a*****a,5,"Product Quality:good
Best Feature:color
Value For Money:worth it

Matagal sya dumating 9 days kasi overseas pero worth it ang items. Mukhang matibay naman at tama lahat ng orders ko."
a*****g,5,"Product Quality:good
Best Feature:soft band
Value For Money:yes

Shipped fast. Seller updates accordingly and the items are all in good condition. They fit well and look sturdy."
l*****z,5,"Product Quality:excellent
Value For Money:very affordable
Best Feature:same quality with original strap

Good quality, same with the original strap. Will buy again! 😊😊😊😊😊"
p*****2,5,"Best Feature:Nice Quality
Value For Money:Affordable
Product Quality:Durable

Very nice! Fits my 38mm Apple Watch Series 3 and product itself is very budget friendly. Thank you seller and courier!"
carolynmirandafeliciano,5,"Best Feature:Quality but Affordable
Value For Money:Super Okay
Product Quality:Super ganda

I super love it. Plus lagi naguupdate si seller."
l*****9,5,Took a week for my order to arrive. Love the colors and quality of the straps. No funky plastic silicone smell. I love it! Thank you seller!! Thank you shopee express!
g*****s,5,"Best Feature:super nice
Value For Money:yes
Product Quality:Execellent Quality

Ang ganda worth the price order ako ulit ibang color 
Thank u seller until next order"
michellesoriano05,5,"Best Feature:Ang pretty
Value For Money:Ang mura pero super duper ganda as in
Product Quality:Goods na goods po matibay and affordable

Dahil nagustuhan ko po na order uli me ng ibang color thankyou Seller"
c*****e,5,"Best Feature:size fits on wrist
Value For Money:10/10
Product Quality:👌🏻👍🏻

super like. fits good on the wrist. 💖💖💖 placed my new order add two colors. 🤗"
honeybunchjaa1971,5,The straps are great. Beautiful colors! Made my watch pretty!
